Player,Age,Nation,Pos,Team,League,Preferred_Foot,Wage,Value,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Cmp,Att,Cmp%,TotDist,PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,A-xAG,KP,1/3,PPA,CrsPA,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl%,Lost,Blocks,Pass,Int,Tkl+Int,Clr,Err,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Rec,2CrdY,Fls,Fld,Off,Crs,PKwon,PKcon,OG,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKA,PKsv,PKm,90s_Gls,90s_Ast,90s_G+A,90s_G-PK
Jovan Lukić,24.0,SRB,"CM, CAM, CDM",Philadelphia Union,MLS,Right,156.000,2.000.000,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.5,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,,0,0.0,1.0,2.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jovany Ikanga,23.0,FRA,"ST, CAM",Red Star FC,Ligue 2,Right,104.000,1.100.000,21.0,15.0,1170.0,13.0,4.5,0.0,4.5,4.5,0.0,0.0,2.0,0.0,0.345,0.0,0.345,0.345,0.345,33.0,9.0,40.95,2.535,0.6900000000000001,0.21,0.75,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,12.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,30.0,26.0,10.0,31.0,0.0,0.0,0.0,6,16.0,2,1.67,19.0,14.0,5.0,0.38,0.13,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.23,0.0,0.23,0.23
Jovon Makama,22.0,ENG,"ST, RM, RW, CAM",Norwich City,Championship,Right,780.000,2.900.000,28.0,18.0,1607.0,17.9,15.0,0.0,15.0,15.0,0.0,0.0,3.0,0.0,0.8400000000000001,0.0,0.8400000000000001,0.8400000000000001,0.8400000000000001,63.0,28.5,67.80000000000001,3.5250000000000004,1.59,0.36,0.795,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,16.5,0.0,0.0,0.0,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,35.0,15.0,12.0,15.0,0.0,0.0,0.0,10,19.0,1,1.07,21.0,25.0,-4.0,-0.22,-0.63,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.56,0.0,0.56,0.56
João Carvalho,28.0,POR,"CAM, LW, LM, CM",GD Estoril Praia,Primeira Liga,Right,520.000,2.400.000,24.0,24.0,2065.0,22.9,9.0,13.5,22.5,9.0,0.0,0.0,5.0,0.0,0.39,0.585,0.975,0.39,0.975,60.0,28.5,71.25,2.61,1.245,0.2249999999999999,0.48,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,28.5,0.0,0.0,0.0,,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,27.0,31.0,2.0,44.0,0.0,0.0,0.0,0,,0,1.38,45.0,41.0,4.0,0.17,0.17,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.26,0.39,0.65,0.26
João Félix,26.0,POR,"CAM, ST, LM",Al Nassr,Liga MX,Right,2.444.000,28.000.000,24.0,24.0,2095.0,23.3,19.5,13.5,33.0,19.5,0.0,0.0,3.0,0.0,0.8400000000000001,0.585,1.4249999999999998,0.8400000000000001,1.4249999999999998,123.0,48.0,58.5,5.28,2.055,0.24,0.615,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,19.5,0.0,0.0,0.0,,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,34.0,58.0,3.0,84.0,0.0,0.0,0.0,0,,0,2.54,63.0,19.0,44.0,1.89,-0.88,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.56,0.39,0.95,0.56
João Gomes,25.0,BRA,"CDM, CM",Wolverhampton Wanderers,Premier League,Right,2.756.000,19.500.000,27.0,24.0,2117.0,23.5,2.0,0.0,2.0,2.0,0.0,0.0,8.0,0.0,0.08,0.0,0.08,0.08,0.08,30.0,12.0,80.0,1.28,0.52,0.14,0.34,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,98.0,0.0,0.0,0.0,,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,54.0,33.0,0.0,24.0,0.0,0.0,0.0,3,24.0,1,0.44,15.0,40.0,-25.0,-1.06,0.03,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.04,0.0,0.04,0.04
João Graça,30.0,POR,"CM, RW, CAM",Rio Ave FC,Primeira Liga,Right,260.000,825.000,8.0,0.0,66.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8,8.0,7,1.13,2.0,1.0,1.0,1.36,2.31,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
João Lourenço,20.0,BRA,"CM, CDM, RW",San Jose Earthquakes,MLS,Left,104.000,1.400.000,2.0,0.0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2,7.0,2,1.5,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
João Marques,24.0,POR,"LW, CAM, CM, LM",Casa Pia,Primeira Liga,Right,416.000,2.500.000,4.0,0.0,97.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,4,24.0,1,1.25,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
João Moutinho,39.0,POR,"CM, CDM",Sporting Clube de Braga,Primeira Liga,Right,676.000,3.300.000,22.0,18.0,1473.0,16.4,1.5,1.5,3.0,0.0,1.0,1.0,3.0,0.0,0.09,0.09,0.18,0.0,0.09,27.0,12.0,66.6,1.65,0.735,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,24.0,0.0,0.0,0.0,,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,21.0,13.0,0.0,11.0,0.0,0.0,0.0,4,29.0,1,1.77,32.0,18.0,14.0,0.86,-0.85,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.06,0.06,0.12,0.0
João Neves,21.0,POR,"CM, CDM",Paris Saint-Germain,Ligue 1,Right,5.720.000,117.500.000,14.0,11.0,1002.0,11.1,10.0,2.0,12.0,10.0,0.0,0.0,0.0,0.0,0.9,0.18,1.08,0.9,1.08,42.0,12.0,57.2,3.78,1.08,0.48,1.66,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,24.0,0.0,0.0,0.0,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,12.0,8.0,0.0,2.0,0.0,0.0,0.0,3,31.0,1,2.43,28.0,11.0,17.0,1.53,0.21,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.45,0.09,0.54,0.45
João Nogueira,21.0,POR,"CAM, CM",Vitória SC,Primeira Liga,Left,104.000,800.000,7.0,5.0,348.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,1.5,30.0,1.935,0.39,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,4.0,0.0,0.0,0.0,2,12.0,3,1.71,4.0,4.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
João Palhinha,30.0,POR,"CDM, CM",Tottenham Hotspur,Premier League,Right,4.264.000,31.000.000,25.0,18.0,1689.0,18.8,6.0,4.0,10.0,6.0,0.0,0.0,6.0,0.0,0.32,0.22,0.54,0.32,0.54,44.0,10.0,45.4,2.34,0.54,0.28,1.2,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,104.0,0.0,0.0,0.0,,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,20.0,26.0,0.0,4.0,0.0,0.0,0.0,7,26.0,1,1.08,24.0,29.0,-5.0,-0.27,-0.27,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.16,0.11,0.27,0.16
João Pedro,24.0,BRA,"ST, CAM",Chelsea / Grêmio,Premier League,Right,Sin Dato,Sin Dato,33.0,28.0,2363.0,8.766666666666666,24.0,8.0,32.0,24.0,0.0,0.0,3.0,0.0,2.96,0.34,3.32,2.96,3.32,106.0,46.0,142.3,2.18,1.3066666666666666,1.21,1.5,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,34.0,0.0,0.0,0.0,,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,35.0,44.0,15.0,16.0,0.0,0.0,0.0,5,21.0,5,4.11,47.0,29.0,6.0,0.1366666666666666,-0.2800000000000001,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.46,0.15,0.61,0.46
João Rêgo,20.0,POR,"CAM, RM, CM",SL Benfica,Primeira Liga,Right,312.000,2.500.000,8.0,0.0,65.0,0.7,1.5,0.0,1.5,1.5,0.0,0.0,0.0,0.0,2.07,0.0,2.07,2.07,2.07,3.0,3.0,150.0,4.155,4.155,0.75,0.75,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,8,8.0,5,2.5,2.0,1.0,1.0,1.38,-0.16,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.38,0.0,1.38,1.38
João Simões,19.0,POR,"CM, CAM, CDM",Sporting CP,Primeira Liga,Left,364.000,3.700.000,16.0,9.0,707.0,7.9,0.0,1.5,1.5,0.0,0.0,0.0,2.0,0.0,0.0,0.195,0.195,0.0,0.195,13.5,3.0,33.3,1.725,0.375,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,12.0,0.0,0.0,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,24.0,8.0,1.0,9.0,0.0,0.0,0.0,7,12.0,6,2.75,18.0,3.0,15.0,1.91,-0.26,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.13,0.13,0.0
João Veloso,20.0,POR,"CM, CDM",SL Benfica,Primeira Liga,Right,208.000,1.700.000,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0,4,3.0,0.0,0.0,0.0,0.0,-1.54,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joël Ito,27.0,BEL,"CM, CAM",RAAL La Louvière,Liga MX,Right,312.000,900.000,25.0,21.0,1885.0,20.9,0.0,1.5,1.5,0.0,0.0,0.0,1.0,0.0,0.0,0.075,0.075,0.0,0.075,27.0,9.0,49.95,1.29,0.4349999999999999,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,48.0,0.0,0.0,0.0,,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,20.0,12.0,3.0,27.0,0.0,0.0,0.0,4,40.0,0,1.0,18.0,23.0,-5.0,-0.24,0.42,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.05,0.05,0.0
Joël van den Berg,19.0,NED,"CM, CAM",PSV,Eredivisie,Right,156.000,825.000,1.0,0.0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.0,8,3.0,0.0,1.0,-1.0,-6.43,-8.2,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juan Cardozo,22.0,PAR,"CM, CDM",Argentinos Juniors,Liga Argentina,Right,156.000,1.300.000,3.0,1.0,139.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.5,0.0,0.0,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,25.0,0,1.33,1.0,2.0,-1.0,-0.65,-0.34,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juan Cruz,25.0,ESP,"RM, CAM, RW",CD Leganés,Segunda División,Left,520.000,3.100.000,25.0,23.0,1944.0,21.6,0.0,1.5,1.5,0.0,0.0,1.0,2.0,0.0,0.0,0.075,0.075,0.0,0.075,66.0,15.0,34.05,3.06,0.6900000000000001,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,25.5,0.0,0.0,0.0,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,13.0,33.0,2.0,80.0,0.0,0.0,0.0,2,32.0,1,1.24,20.0,19.0,1.0,0.05,0.05,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.05,0.05,0.0
Juan Cruz Armada,33.0,ESP,"LB, CB, CDM",CA Osasuna,La Liga,Left,1.300.000,2.100.000,13.0,7.0,590.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.3,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,6.0,0.0,0.0,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,5.0,0.0,0.0,0.0,6,12.0,10,1.31,8.0,7.0,1.0,0.15,0.2,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juan Fedorco,25.0,ARG,"CB, RB, CDM",Independiente,Liga Argentina,Right,Sin Dato,Sin Dato,16.0,15.0,1302.0,7.199999999999999,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4.5,50.025000000000006,1.155,0.4275,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,21.0,0.0,0.0,0.0,,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,17.0,7.0,0.0,2.0,0.0,0.0,0.0,1,20.0,3,2.16,12.0,28.0,-8.0,-0.5700000000000001,-0.93,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juan Ferney Otero,30.0,COL,"ST, RM, CAM",Real Sporting de Gijón,Segunda División,Right,624.000,4.100.000,23.0,22.0,1879.0,20.9,12.0,15.0,27.0,7.5,3.0,3.0,3.0,1.0,0.5700000000000001,0.72,1.29,0.36,1.08,102.0,40.5,59.55,4.89,1.935,0.105,0.285,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,22.5,0.0,0.0,0.0,,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,33.0,47.0,17.0,27.0,0.0,0.0,0.0,1,18.0,0,1.57,31.0,27.0,4.0,0.19,0.47,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.38,0.48,0.86,0.24
Juan Gauto,21.0,ARG,"RM, LM, CM, RB",Platense,Liga Argentina,Right,468.000,3.100.000,8.0,7.0,560.0,6.2,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.24,0.0,0.24,13.5,3.0,33.3,2.175,0.48,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,4.5,0.0,0.0,0.0,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,8.0,4.0,1.0,27.0,0.0,0.0,0.0,1,3.0,0,1.63,4.0,3.0,1.0,0.16,-0.4,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.16,0.16,0.0
Juan Gutierrez,26.0,ESP,"CB, RB, CDM",CD Mirandés,Segunda División,Right,312.000,2.300.000,26.0,26.0,2339.0,26.0,0.0,1.5,1.5,0.0,0.0,0.0,11.0,1.0,0.0,0.06,0.06,0.0,0.06,7.5,1.5,30.0,0.285,0.06,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,22.5,0.0,0.0,0.0,,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,44.0,12.0,1.0,42.0,0.0,0.0,0.0,0,,0,0.92,25.0,39.0,-14.0,-0.54,0.95,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.04,0.04,0.0
Juan Gutierrez,24.0,URU,"LM, CAM, ST, LW",Defensa y Justicia,Liga Argentina,Right,364.000,2.200.000,8.0,7.0,589.0,6.5,1.5,3.0,4.5,1.5,0.0,0.0,1.0,0.0,0.2249999999999999,0.4649999999999999,0.6900000000000001,0.2249999999999999,0.6900000000000001,21.0,9.0,64.35,3.21,1.38,0.105,0.255,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,8.0,10.0,1.0,9.0,0.0,0.0,0.0,1,22.0,0,1.5,6.0,4.0,2.0,0.31,0.31,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.15,0.31,0.46,0.15
Juan Ignacio Cabrera,23.0,GER,"CAM, LM, CM",SpVgg Greuther Fürth,2.Bundesliga,Right,104.000,1.100.000,3.0,0.0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,3,9.0,9,0.0,1.0,1.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
